study_id,icd10_code
NCT03614572,G00-G99.9
NCT03614572,F99-F99.9
NCT05619406,E70-E90.9
NCT05619406,Z72.1
NCT01147861,E10-E14.9
NCT01147861,E70-E90.9
NCT01147861,E34.9
NCT01147861,E11
NCT05572697,G00-G99.9
NCT05572697,F99-F99.9
NCT05572697,R52.9
NCT05572697,G47.0
NCT04165109,F03
NCT04165109,G93.9
NCT04165109,G96.9
NCT04165109,G00-G99.9
NCT04165109,G31.9
NCT04165109,F99-F99.9
NCT04165109,Q89.9
NCT04165109,Q99.9
NCT04165109,G30
NCT04165109,Q90
NCT02912455,E70-E90.9
NCT02912455,E34.9
NCT02912455,E10-E14.9
NCT02912455,E11
NCT03403738,F99-F99.9
NCT03403738,F43.1
NCT06146582,I51.6
NCT05468437,G95.9
NCT05468437,G96.9
NCT05468437,G00-G99.9
NCT05468437,E70-E90.9
NCT05468437,T09.3
NCT02900404,I49.9
NCT02900404,I51.9
NCT02900404,I51.6
NCT02900404,I26
NCT04259957,R52.9
NCT04403659,I51.9
NCT04403659,I51.6
NCT04403659,I50
NCT05697380,F03
NCT05697380,G93.9
NCT05697380,G96.9
NCT05697380,G00-G99.9
NCT05697380,G31.9
NCT05697380,F99-F99.9
NCT05697380,E70-E90.9
NCT05697380,G30
NCT05951530,I67.9
NCT05951530,G93.9
NCT05951530,G96.9
NCT05951530,G00-G99.9
NCT05951530,I51.6
NCT05951530,I64
NCT05707117,M60-M63.9
NCT05707117,M77.1
NCT06247761,L03
NCT05218473,I67.9
NCT05218473,G93.9
NCT05218473,G96.9
NCT05218473,G00-G99.9
NCT05218473,I51.6
NCT05218473,I49.9
NCT05218473,I51.9
NCT05218473,I64
NCT03438526,G00-G99.9
NCT03438526,F99-F99.9
NCT03438526,F05.9
NCT04576611,R52.9
NCT04576611,M54
NCT04576611,M54.5
NCT05669027,R52.9
NCT05669027,M54
NCT05669027,M54.5
NCT04903249,C00-D48.9
NCT04903249,N60-N64.9
NCT06674278,J12.9
NCT06674278,J18.9
NCT06674278,B34.9
NCT06674278,B34.2
NCT01442623,H93.9
NCT01442623,H81.9
NCT01855282,E66
NCT04263883,R52.9
NCT04263883,M54.2
NCT03500835,E66
NCT04703439,I51.6
NCT04703439,I51.9
NCT04703439,I20-I25.9
NCT05425680,M89.9
NCT05425680,M45-M49.9
NCT05071885,I67.9
NCT05071885,G93.9
NCT05071885,G96.9
NCT05071885,G00-G99.9
NCT05071885,I51.6
NCT05071885,G95.9
NCT05071885,I64
NCT05071885,T09.3
NCT05850390,T78.4
NCT05850390,J45
NCT02713971,G93.9
NCT02713971,G96.9
NCT02713971,G00-G99.9
NCT02713971,G31.9
NCT02713971,G20
NCT06731816,R52.9
NCT06731816,M54.2
NCT02954185,M25.5
NCT02954185,M00-M25.9
NCT02954185,R52.9
NCT00931749,M13.9
NCT00931749,M00-M25.9
NCT00931749,M79.0
NCT05670756,T78.4
NCT03781583,G00-G99.9
NCT03781583,H44
NCT05888181,M00-M25.9
NCT05888181,M79.0
NCT05888181,M13.9
NCT05888181,M06.9
NCT04661189,I51.6
NCT04783519,F99-F99.9
NCT04783519,Z72.1
NCT04075487,R52.9
NCT04075487,M54
NCT04075487,M54.5
NCT04354233,C00-D48.9
NCT04354233,N60-N64.9
NCT01706003,G93.9
NCT01706003,G96.9
NCT01706003,G00-G99.9
NCT01706003,R52.9
NCT01706003,G43
NCT01706003,R51
NCT05603780,F99-F99.9
NCT03334318,N39.9
NCT03334318,N00-N99.9
NCT03334318,E14.8
NCT03334318,E10-E14.9
NCT03334318,E34.9
NCT02832453,E70-E90.9
NCT03599076,G93.9
NCT03599076,G96.9
NCT03599076,G00-G99.9
NCT03599076,F03
NCT03599076,G31.9
NCT03599076,F99-F99.9
NCT03599076,G10
NCT05615233,F03
NCT05615233,G93.9
NCT05615233,G96.9
NCT05615233,G00-G99.9
NCT05615233,G31.9
NCT05615233,F99-F99.9
NCT05615233,G30
NCT02963818,Z72.1
NCT03914027,T78.4
NCT03914027,J84.9
NCT03914027,D86.0
NCT03914027,D86
NCT04649671,C00-D48.9
NCT04649671,K00-K93.9
NCT04649671,K70-K77.9
NCT04649671,E70-E90.9
NCT04649671,C22.0
NCT04299048,C00-D48.9
NCT04299048,K00-K93.9
NCT04299048,K63.9
NCT04299048,K86.9
NCT04299048,E34.9
NCT04299048,E70-E90.9
NCT04299048,R64
NCT03161249,F99-F99.9
NCT03860116,A50-A64.9
NCT03860116,B34.9
NCT03860116,N00-N99.9
NCT03860116,D84.9
NCT03860116,B24
NCT05439928,E70-E90.9
NCT05439928,E14.8
NCT05439928,E10-E14.9
NCT05439928,E34.9
NCT05439928,E87.2
NCT03412591,F99-F99.9
NCT05032456,R52.9
NCT06384742,G00-G99.9
NCT06384742,F99-F99.9
NCT06384742,G47.0
NCT06384742,G47.2
NCT05049928,J00-J99.9
NCT05049928,G00-G99.9
NCT05049928,G47.3
NCT02544295,F99-F99.9
NCT02544295,G00-G99.9
NCT02544295,F90
NCT06228872,G93.9
NCT06228872,G96.9
NCT06228872,G00-G99.9
NCT06228872,S00-S09.9
NCT06228872,F99-F99.9
NCT04027491,G00-G99.9
NCT04027491,G35
NCT05006846,F99-F99.9
NCT05462028,I67.9
NCT05462028,G93.9
NCT05462028,G96.9
NCT05462028,G00-G99.9
NCT05462028,I51.6
NCT05462028,I64
NCT04356963,G93.9
NCT04356963,G96.9
NCT04356963,G00-G99.9
NCT04356963,S00-S09.9
NCT04356963,R52.9
NCT04356963,R51
NCT03997656,E70-E90.9
NCT03997656,E34.9
NCT03997656,E10-E14.9
NCT00790439,E10-E14.9
NCT00790439,E70-E90.9
NCT00790439,E34.9
NCT00790439,E10
NCT04592627,I67.9
NCT04592627,G93.9
NCT04592627,G96.9
NCT04592627,G00-G99.9
NCT04592627,I51.6
NCT04592627,I64
NCT06363656,G00-G99.9
NCT06363656,F99-F99.9
NCT06363656,G47.0
NCT05949957,E70-E90.9
NCT05949957,E34.9
NCT05949957,N00-N99.9
NCT05949957,O24.4
NCT05949957,E10-E14.9
NCT05949957,E11
NCT02701647,G93.9
NCT02701647,G96.9
NCT02701647,G00-G99.9
NCT02701647,G31.9
NCT02701647,G20
NCT06457841,F99-F99.9
NCT05422339,G93.9
NCT05422339,G96.9
NCT05422339,G00-G99.9
NCT05422339,G31.9
NCT05422339,F99-F99.9
NCT05422339,G30
NCT05422339,F03
NCT04397614,J12.9
NCT04397614,J18.9
NCT04397614,B34.9
NCT04397614,B34.2
NCT05555849,I51.9
NCT05555849,I51.6
NCT05555849,I49.9
NCT05718739,G93.9
NCT05718739,G96.9
NCT05718739,G00-G99.9
NCT05718739,G31.9
NCT05718739,G20
NCT05481177,I49.9
NCT05481177,I51.9
NCT05481177,I51.6
NCT05481177,I45.9
NCT05481177,G90
NCT05481177,G00-G99.9
NCT05481177,J12.9
NCT05481177,J18.9
NCT05481177,B34.9
NCT05481177,B34.2
NCT05481177,R00.0
NCT04458766,E78.5
NCT04458766,E70-E90.9
NCT01311193,F99-F99.9
NCT01311193,F60.9
NCT06642467,E10-E14.9
NCT06642467,E70-E90.9
NCT06642467,E34.9
NCT06642467,E11
NCT03254992,F99-F99.9
NCT03254992,F84.0
NCT06638437,R52.9
NCT04562714,E70-E90.9
NCT04562714,E34.9
NCT04562714,E10-E14.9
NCT04562714,E11
NCT03230110,I51.6
NCT03230110,J00-J99.9
NCT03230110,G00-G99.9
NCT03230110,G47.3
NCT03230110,I10-I15.9
NCT05814679,N39.9
NCT05814679,N00-N99.9
NCT06643286,C00-D48.9
NCT06275074,R52.9
NCT06275074,G00-G99.9
NCT06275074,F99-F99.9
NCT06275074,M54.2
NCT03985228,G00-G99.9
NCT03985228,F99-F99.9
NCT04252755,Z72.1
NCT06036420,F99-F99.9
NCT06036420,F90
NCT03341195,K75.9
NCT03341195,K70-K77.9
NCT03341195,K00-K93.9
NCT03341195,B34.9
NCT03341195,A31.9
NCT03341195,A49.9
NCT03341195,A49.1
NCT03341195,A15-A19.9
NCT06563687,E70-E90.9
NCT06563687,G96.9
NCT06563687,G00-G99.9
NCT06563687,I67.9
NCT06563687,I51.6
NCT06563687,G93.9
NCT06563687,E16.2
NCT06563687,R73.9
NCT03898427,T78.4
NCT03898427,L20
NCT03898427,L30.9
NCT02871388,C00-D48.9
NCT02871388,N60-N64.9
NCT05029271,E10-E14.9
NCT05029271,E70-E90.9
NCT05029271,E34.9
NCT05029271,E10
NCT01770561,E10-E14.9
NCT01770561,E70-E90.9
NCT01770561,E34.9
NCT01770561,E10
NCT05168696,C00-D48.9
NCT05168696,N60-N64.9
NCT05168696,F99-F99.9
NCT05168696,F41.9
NCT04559516,I51.6
NCT04559516,I10-I15.9
NCT04400903,C00-D48.9
NCT04400903,K00-K93.9
NCT04400903,K86.9
NCT04400903,E34.9
NCT00207298,K00-K93.9
NCT00207298,K63.9
NCT00207298,G93.9
NCT00207298,G96.9
NCT00207298,G00-G99.9
NCT00207298,C00-D48.9
NCT02130037,F99-F99.9
NCT02130037,R63.2
NCT02130037,F50.2
NCT01145547,E70-E90.9
NCT01145547,E34.9
NCT01145547,E10-E14.9
NCT01145547,E10
NCT03835403,I46
NCT03835403,I51.9
NCT03835403,I51.6
NCT06147089,G00-G99.9
NCT06147089,F99-F99.9
NCT05165615,E10-E14.9
NCT05165615,E70-E90.9
NCT05165615,E34.9
NCT05165615,E10
NCT05999344,F99-F99.9
NCT05999344,F10.2
NCT02424929,G93.9
NCT02424929,G96.9
NCT02424929,G00-G99.9
NCT02424929,G31.9
NCT02424929,G20
NCT02990299,E70-E90.9
NCT02990299,E34.9
NCT02990299,E10-E14.9
NCT02990299,E11
NCT06101485,I49.9
NCT06101485,I51.9
NCT06101485,I51.6
NCT01033097,T78.4
NCT01033097,L20
NCT01033097,L30.9
NCT01033097,L29
NCT03307733,N00-N99.9
NCT03307733,E66
NCT05771558,G93.9
NCT05771558,G96.9
NCT05771558,G00-G99.9
NCT05771558,G31.9
NCT05771558,G20
NCT05876273,E10-E14.9
NCT05876273,E70-E90.9
NCT05876273,E34.9
NCT05876273,E10
NCT03334071,C00-D48.9
NCT01336075,I49.9
NCT01336075,I51.9
NCT01336075,I51.6
NCT03674697,R52.9
NCT03674697,R52.0
NCT06421779,T78.4
NCT04270500,C00-D48.9
NCT04270500,K00-K93.9
NCT04270500,K63.9
NCT04152447,M60-M63.9
NCT04152447,R52.9
NCT05598203,E70-E90.9
NCT05598203,E34.9
NCT05598203,E10-E14.9
NCT05598203,E11
NCT02154191,M45-M49.9
NCT02154191,M89.9
NCT02154191,M48.0
NCT05049070,H44
NCT05049070,H52.7
NCT02488603,C00-D48.9
NCT02488603,N60-N64.9
NCT00665977,J00-J99.9
NCT00665977,G00-G99.9
NCT00665977,G47.3
NCT05673421,I67.9
NCT05673421,G93.9
NCT05673421,G96.9
NCT05673421,G00-G99.9
NCT05673421,I51.6
NCT05673421,I64
NCT03248388,H35.9
NCT03248388,H44
NCT04217005,G70.9
NCT04217005,G00-G99.9
NCT02694263,E10-E14.9
NCT02694263,E70-E90.9
NCT02694263,E34.9
NCT02694263,E11
NCT06463730,I67.9
NCT06463730,G93.9
NCT06463730,G96.9
NCT06463730,G00-G99.9
NCT06463730,I51.6
NCT06463730,I64
NCT04769505,J44.9
NCT04016571,K86.9
NCT04016571,K00-K93.9
NCT04016571,E84
NCT03897049,A50-A64.9
NCT03897049,B34.9
NCT03897049,N00-N99.9
NCT03897049,D84.9
NCT03897049,B24
NCT01464346,E70-E90.9
NCT01464346,E34.9
NCT01464346,E10-E14.9
NCT01464346,E10
NCT01464346,E11
NCT05668442,E70-E90.9
NCT05668442,E34.9
NCT05668442,E10-E14.9
NCT05668442,E11
NCT01942941,I51.6
NCT01942941,I70
NCT01942941,I73.9
NCT05743114,G00-G99.9
NCT05743114,F99-F99.9
NCT03085589,E66
NCT05143814,J12.9
NCT05143814,J18.9
NCT05143814,B34.9
NCT05143814,B34.2
NCT04908670,R52.9
NCT03474887,B34.9
NCT03474887,J00
NCT03474887,R30.0
NCT05717595,E70-E90.9
NCT03096431,C00-D48.9
NCT03096431,G93.9
NCT03096431,G96.9
NCT03096431,G00-G99.9
NCT03630679,N00-N99.9
NCT03630679,O60
NCT06568575,F99-F99.9
NCT06568575,F41.9
NCT04379921,M89.9
NCT04379921,M48.0
NCT04379921,M45-M49.9
NCT03827902,E70-E90.9
NCT03827902,E34.9
NCT03827902,I51.6
NCT03827902,E10-E14.9
NCT03827902,E14.8
NCT04510779,I51.9
NCT04510779,I51.6
NCT04510779,I50
NCT04173026,D58.9
NCT04173026,D55-D59.9
NCT04173026,D64.9
NCT04173026,D75.9
NCT04173026,D57
NCT03276689,G70.9
NCT03276689,G00-G99.9
NCT03276689,R52.9
NCT00287157,G93.9
NCT00287157,G96.9
NCT00287157,G00-G99.9
NCT00287157,S00-S09.9
NCT05904288,G93.9
NCT05904288,G96.9
NCT05904288,G00-G99.9
NCT05904288,G31.9
NCT05904288,G20
NCT05630599,J44.9
NCT05630599,J84.9
NCT03496948,I51.6
NCT03496948,I70
NCT03496948,I73.9
NCT05028647,G00-G99.9
NCT05028647,F99-F99.9
NCT04725617,I51.6
NCT05616832,I67.9
NCT05616832,G93.9
NCT05616832,G96.9
NCT05616832,G00-G99.9
NCT05616832,I51.6
NCT05616832,I64
NCT03617458,I51.6
NCT03617458,E70-E90.9
NCT03617458,I10-I15.9
NCT06212765,J44.9
NCT06212765,E40-E46.9
NCT06466837,E70-E90.9
NCT06466837,E34.9
NCT06466837,E10-E14.9
NCT04964128,E70-E90.9
NCT04964128,E34.9
NCT04964128,E10-E14.9
NCT04964128,E10
NCT05182671,K00-K93.9
NCT05182671,K63.9
NCT01886183,I67.9
NCT01886183,G93.9
NCT01886183,G96.9
NCT01886183,G00-G99.9
NCT01886183,I51.6
NCT01886183,I64
NCT06196229,I67.9
NCT06196229,G93.9
NCT06196229,G96.9
NCT06196229,G00-G99.9
NCT06196229,I51.6
NCT06196229,I64
NCT02409121,C00-D48.9
NCT02409121,G93.9
NCT02409121,G96.9
NCT02409121,G00-G99.9
NCT03644277,G95.9
NCT03644277,G96.9
NCT03644277,G00-G99.9
NCT03644277,T09.3
NCT02628795,M13.9
NCT02628795,M00-M25.9
NCT02628795,M79.0
NCT01983579,H40
NCT01983579,H44
NCT01983579,H35.9
NCT05488002,I51.6
NCT05488002,E10-E14.9
NCT05488002,E70-E90.9
NCT05488002,E34.9
NCT05488002,I10-I15.9
NCT05488002,E11
NCT06023888,I49.9
NCT06023888,I51.9
NCT06023888,I51.6
NCT06524180,I51.6
NCT06524180,I10-I15.9
NCT05478070,E70-E90.9
NCT05478070,E34.9
NCT05478070,E10-E14.9
NCT04151290,F99-F99.9
NCT05252039,F20
NCT05252039,F99-F99.9
NCT05748210,C00-D48.9
NCT04797598,I67.9
NCT04797598,G93.9
NCT04797598,G96.9
NCT04797598,G00-G99.9
NCT04797598,I51.6
NCT04797598,I64
NCT05937243,F99-F99.9
NCT05937243,R63.2
NCT05937243,F50.2
NCT04130295,G95.9
NCT04130295,G96.9
NCT04130295,G00-G99.9
NCT04130295,M60-M63.9
NCT04130295,T09.3
NCT04536727,M13.9
NCT04536727,M00-M25.9
NCT04536727,M79.0
NCT03439566,R52.9
NCT05278429,I51.9
NCT05278429,I51.6
NCT05278429,I50
NCT05570370,F03
NCT05570370,G93.9
NCT05570370,G96.9
NCT05570370,G00-G99.9
NCT05570370,G31.9
NCT05570370,F99-F99.9
NCT05570370,G30
NCT04176926,I49.9
NCT04176926,I51.9
NCT04176926,I51.6
NCT05839210,C00-D48.9
NCT04884490,J12.9
NCT04884490,J18.9
NCT04884490,B34.9
NCT04884490,B34.2
NCT06535633,M60-M63.9
NCT06535633,R52.9
NCT04019158,G93.9
NCT04019158,G96.9
NCT04019158,G31.9
NCT04019158,G20
NCT04019158,G00-G99.9
NCT04093778,N00-N99.9
NCT01884012,I51.6
NCT01884012,I10-I15.9
NCT02475005,R52.9
NCT02475005,R51
NCT06449521,F99-F99.9
NCT02327858,F99-F99.9
NCT02327858,F10.2
NCT06047275,K70-K77.9
NCT06047275,K00-K93.9
NCT06047275,B34.9
NCT06047275,K75.9
NCT04330560,I51.6
NCT04330560,I51.9
NCT04330560,I20-I25.9
NCT05419310,R52.9
NCT05419310,M54
NCT05419310,M54.5
NCT03348462,L40-L45.9
NCT03348462,L40
NCT06516276,C00-D48.9
NCT06516276,N50.9
NCT06516276,N00-N99.9
NCT06516276,N42.9
NCT01886391,I51.9
NCT01886391,I51.6
NCT01886391,I50
NCT05169788,G00-G99.9
NCT03968055,E70-E90.9
NCT03968055,E34.9
NCT03968055,E10-E14.9
NCT03968055,E10
NCT01379118,M13.9
NCT01379118,M79.0
NCT01379118,M00-M25.9
NCT05668000,I51.9
NCT05668000,I51.6
NCT05668000,I50
NCT02418858,G00-G99.9
NCT02418858,G96.9
NCT02418858,R25.1
NCT02418858,G25.0
NCT05029804,E70-E90.9
NCT05029804,E34.9
NCT05029804,E10-E14.9
NCT05029804,E11
NCT02996864,G00-G99.9
NCT02996864,F99-F99.9
NCT06598189,G00-G99.9
NCT00325624,E70-E90.9
NCT00325624,E34.9
NCT00325624,I51.6
NCT00325624,I10-I15.9
NCT00325624,E10-E14.9
NCT02841956,F99-F99.9
NCT04659746,J12.9
NCT04659746,J18.9
NCT04659746,B34.9
NCT04659746,B34.2
NCT02784301,F99-F99.9
NCT02784301,R52.9
NCT02784301,F41.9
NCT03483935,C00-D48.9
NCT03483935,L57.0
NCT01124292,G95.9
NCT01124292,G96.9
NCT01124292,G00-G99.9
NCT01124292,T09.3
NCT01124292,G82.5
NCT04578041,G00-G99.9
NCT04578041,G35
NCT05646173,R52.9
NCT05646173,M54
NCT05646173,M54.5
NCT03557684,F39
NCT03557684,F99-F99.9
NCT06618807,F03
NCT06618807,G93.9
NCT06618807,G96.9
NCT06618807,G00-G99.9
NCT06618807,G31.9
NCT06618807,F99-F99.9
NCT06618807,G30
NCT05908500,I46
NCT05908500,I51.9
NCT05908500,I51.6
NCT05006040,C00-D48.9
NCT05006040,D75.9
NCT05006040,C95
NCT05006040,C91
NCT02229942,G96.9
NCT02229942,G00-G99.9
NCT02229942,M60-M63.9
NCT02229942,G70.9
NCT02229942,R52.9
NCT02229942,G93.3
NCT02229942,M79.1
NCT02229942,G93.9
NCT04853108,J12.9
NCT04853108,J18.9
NCT04853108,B34.9
NCT04853108,B34.2
NCT05640661,M25.5
NCT05640661,M00-M25.9
NCT05640661,R52.9
NCT05640661,G96.9
NCT05640661,G00-G99.9
NCT04972019,F99-F99.9
NCT05157100,G00-G99.9
NCT05157100,G96.9
NCT05157100,G24
NCT05157100,M43.6
NCT04916314,E70-E90.9
NCT04916314,E34.9
NCT04916314,E10-E14.9
NCT04916314,E11
NCT03878875,H93.9
NCT03878875,G00-G99.9
NCT03878875,H90.5
NCT03878875,H91.9
NCT06426160,K86.9
NCT06426160,K00-K93.9
NCT04240275,G93.9
NCT04240275,G96.9
NCT04240275,G00-G99.9
NCT04877444,I67.9
NCT04877444,G93.9
NCT04877444,G96.9
NCT04877444,G00-G99.9
NCT04877444,I51.6
NCT04877444,I64
NCT06105541,I51.6
NCT06105541,D69.9
NCT06105541,D75.9
NCT06105541,Q82.9
NCT06105541,Q89.9
NCT06105541,Q79.6
NCT05800496,L63
NCT04310475,F99-F99.9
NCT06104280,F99-F99.9
NCT04094831,N39.9
NCT04094831,N00-N99.9
NCT05604326,F99-F99.9
NCT05604326,F84.0
NCT05655468,I49.9
NCT05655468,I51.9
NCT05655468,I51.6
NCT00812539,E70-E90.9
NCT00812539,E34.9
NCT00812539,E10-E14.9
NCT00812539,E11
NCT01680653,E70-E90.9
NCT01680653,E34.9
NCT01680653,E10-E14.9
NCT04747873,F39
NCT04747873,F99-F99.9
NCT05690165,I67.9
NCT05690165,G93.9
NCT05690165,G96.9
NCT05690165,G00-G99.9
NCT05690165,I51.6
NCT05690165,I64
NCT04470284,I51.6
NCT04470284,I10-I15.9
NCT04267185,G00-G99.9
NCT04267185,G35
NCT05551689,F99-F99.9
NCT05551689,F90
NCT04656925,F99-F99.9
NCT04656925,F10.2
NCT04362631,J44.9
NCT06065826,K10.9
NCT06065826,M00-M25.9
NCT06065826,M60-M63.9
NCT06065826,K07.6
NCT03845101,F99-F99.9
NCT03845101,F40
NCT03845101,F41.9
NCT03845101,F40.1
NCT03845101,F40.0
NCT04432116,F99-F99.9
NCT04432116,F39
NCT04432116,F20
NCT04432116,F31
NCT02822469,K10.9
NCT02822469,M60-M63.9
NCT02822469,M00-M25.9
NCT02822469,K07.6
NCT03662607,F99-F99.9
NCT03662607,F41.9
NCT01577719,E66
NCT01577719,I51.6
NCT03131440,C00-D48.9
NCT03131440,N60-N64.9
NCT05096572,G00-G99.9
NCT05096572,G96.9
NCT05096572,R25.1
NCT05096572,G25.0
NCT03946228,G47.3
NCT03946228,J00-J99.9
NCT03946228,G00-G99.9
NCT01881009,E70-E90.9
NCT01881009,E34.9
NCT01881009,E10-E14.9
NCT01881009,E10
NCT01794052,I51.6
NCT01794052,E10-E14.9
NCT01794052,E70-E90.9
NCT01794052,E34.9
NCT01794052,I10-I15.9
NCT01794052,E11
NCT06469021,M45-M49.9
NCT06469021,M89.9
NCT06469021,M41.9
NCT04770285,F39
NCT04770285,F99-F99.9
NCT05020366,G00-G99.9
NCT05020366,Q89.9
NCT05020366,Q99.9
NCT05020366,Q90
NCT00630591,C00-D48.9
NCT00630591,N60-N64.9
NCT03482570,C00-D48.9
NCT04632654,C00-D48.9
NCT04475354,C00-D48.9
NCT04475354,N00-N99.9
NCT05490823,D75.9
NCT05490823,D64.9
NCT06639867,M13.9
NCT06639867,M00-M25.9
NCT06639867,M79.0
NCT01182493,E70-E90.9
NCT01182493,E34.9
NCT01182493,E10-E14.9
NCT01182493,E11
NCT06192498,F99-F99.9
NCT06192498,R52.9
NCT06192498,R52.0
NCT06192498,F41.9
NCT06640907,F99-F99.9
NCT06536088,M00-M25.9
NCT04244786,F39
NCT04244786,F99-F99.9
NCT04244786,F31
NCT04244786,F60.9
NCT06571331,G00-G99.9
NCT06571331,F99-F99.9
NCT06571331,G47.0
NCT02958839,I49.9
NCT02958839,I51.9
NCT02958839,I51.6
NCT05112757,I49.9
NCT05112757,I51.9
NCT05112757,I51.6
NCT05112757,G47.3
NCT05112757,J00-J99.9
NCT05112757,G00-G99.9
NCT04845347,F39
NCT04845347,F99-F99.9
NCT04845347,N00-N99.9
NCT04202315,S72
NCT06731634,M60-M63.9
NCT06731634,M65.4
NCT03072966,C00-D48.9
NCT03072966,N60-N64.9
NCT01287975,I67.9
NCT01287975,G93.9
NCT01287975,G96.9
NCT01287975,G00-G99.9
NCT01287975,I51.6
NCT01287975,I64
NCT03250702,I51.6
NCT03250702,I10-I15.9
NCT02357615,I10-I15.9
NCT02357615,I51.6
NCT02357615,I10
NCT04494594,F10.2
NCT04494594,F99-F99.9
NCT03881891,R52.9
NCT05627726,N39.9
NCT05627726,N00-N99.9
NCT05627726,F99-F99.9
NCT05627726,R32
NCT05627726,N39.3
NCT05821465,I51.9
NCT05821465,I51.6
NCT05821465,G00-G99.9
NCT05821465,R55
NCT05821465,I49.9
NCT05226195,M13.9
NCT05226195,M00-M25.9
NCT05226195,M79.0
NCT05389826,E83.3
NCT05389826,E70-E90.9
NCT05940025,R52.9
NCT05940025,M54
NCT05940025,M54.5
NCT03974815,F39
NCT03974815,F99-F99.9
NCT03974815,F31
NCT06126757,N39.9
NCT06126757,N00-N99.9
NCT06126757,F99-F99.9
NCT06126757,R32
NCT06126757,N39.3
NCT04267588,R52.9
NCT02272933,G00-G99.9
NCT06528509,H25-H28.9
NCT06528509,H44
NCT06528509,H26.9
NCT03142373,G00-G99.9
NCT03142373,G90
NCT03786185,G00-G99.9
NCT03786185,F99-F99.9
NCT06247553,I67.9
NCT06247553,G93.9
NCT06247553,G96.9
NCT06247553,G00-G99.9
NCT06247553,I51.6
NCT06247553,I64
NCT03376373,F99-F99.9
NCT03376373,F84.0
NCT04914910,E10-E14.9
NCT04914910,E70-E90.9
NCT04914910,E34.9
NCT04914910,E10
NCT05368922,G00-G99.9
NCT05368922,G96.9
NCT05368922,G93.9
NCT04068740,I51.9
NCT04068740,I51.6
NCT05086341,J44.9
NCT05573308,K07.4
NCT05213234,K00-K93.9
NCT05213234,K63.9
NCT05213234,K51
NCT06396325,G00-G99.9
NCT06396325,G95.9
NCT06396325,G96.9
NCT06396325,G12.2
NCT06396325,G31.9
NCT06396325,G70.9
NCT06396325,G12.9
NCT05002309,F39
NCT05002309,F99-F99.9
NCT06053372,I51.9
NCT06053372,I51.6
NCT06053372,I49.9
NCT04471636,J12.9
NCT04471636,J18.9
NCT04471636,B34.9
NCT04471636,B34.2
NCT05507333,B35-B49.9
NCT05507333,N00-N99.9
NCT05507333,B37
NCT05507333,B37.3
NCT04441515,I67.9
NCT04441515,G93.9
NCT04441515,G96.9
NCT04441515,G00-G99.9
NCT04441515,I51.6
NCT04441515,F39
NCT04441515,F99-F99.9
NCT04441515,I64
NCT05605015,I51.6
NCT02180542,I67.9
NCT02180542,G93.9
NCT02180542,G96.9
NCT02180542,G00-G99.9
NCT02180542,I51.6
NCT02180542,I49.9
NCT02180542,I51.9
NCT02180542,N00-N99.9
NCT02180542,I45.9
NCT02180542,I64
NCT02180542,O60
NCT02180542,I49.1
NCT05840302,R52.9
NCT05840302,M54
NCT05840302,M54.5
NCT04926298,E10-E14.9
NCT04926298,E70-E90.9
NCT04926298,E34.9
NCT04926298,E10
NCT04926298,E16.2
NCT01659294,E70-E90.9
NCT01659294,E34.9
NCT01659294,E10-E14.9
NCT01659294,E11
NCT03253237,E70-E90.9
NCT03253237,E34.9
NCT03253237,E10-E14.9
NCT03253237,E11
NCT00839501,I49.9
NCT00839501,I51.9
NCT00839501,I51.6
NCT00839501,I45.9
NCT00839501,Q24.9
NCT00839501,Q89.9
NCT01912183,E66
NCT06632925,I49.9
NCT06632925,I51.9
NCT06632925,I51.6
NCT05776654,J44.9
NCT03591900,D58.9
NCT03591900,D55-D59.9
NCT03591900,D64.9
NCT03591900,D75.9
NCT03591900,E10-E14.9
NCT03591900,E70-E90.9
NCT03591900,E34.9
NCT03591900,R73.9
NCT03591900,D56
NCT05031416,F99-F99.9
NCT04946214,C00-D48.9
NCT04946214,N50.9
NCT04946214,N00-N99.9
NCT04946214,N42.9
NCT05818930,G93.9
NCT05818930,G96.9
NCT05818930,G00-G99.9
NCT05818930,G40
NCT03689608,E70-E90.9
NCT03689608,E34.9
NCT03689608,E10-E14.9
NCT04991142,E70-E90.9
NCT04991142,E34.9
NCT04991142,E10-E14.9
NCT04991142,E11
NCT06397040,C00-D48.9
NCT06397040,N00-N99.9
NCT06397040,N32.9
NCT06397040,N39.9
NCT04031950,J00-J99.9
NCT04031950,G00-G99.9
NCT04031950,G47.3
NCT04739462,N00-N99.9
NCT04739462,P10-P15.9
NCT06342843,M13.9
NCT06342843,M00-M25.9
NCT06342843,M79.0
NCT06342843,M16
NCT05991453,R52.9
NCT01943656,G95.9
NCT01943656,G96.9
NCT01943656,G00-G99.9
NCT01943656,T09.3
NCT04942145,F99-F99.9
NCT04942145,F41.9
NCT06377319,I51.9
NCT06377319,I51.6
NCT06377319,I50
NCT03517709,I67.9
NCT03517709,G93.9
NCT03517709,G96.9
NCT03517709,G00-G99.9
NCT03517709,I51.6
NCT03517709,I64
NCT03517709,I10-I15.9
NCT05317481,F99-F99.9
NCT05317481,F31
NCT05317481,F39
NCT06669702,M00-M25.9
NCT06669702,M13.9
NCT06746493,I67.9
NCT06746493,G93.9
NCT06746493,G96.9
NCT06746493,G00-G99.9
NCT06746493,I51.6
