study_id,icd10_code
NCT03921697,G00-G99.9
NCT03921697,G31.9
NCT03921697,G20
NCT06362187,K86.9
NCT06362187,K00-K93.9
NCT01817127,E70-E90.9
NCT01817127,E34.9
NCT01817127,N00-N99.9
NCT01817127,O24.4
NCT01817127,E10-E14.9
NCT01817127,E11
NCT03521076,M60-M63.9
NCT03521076,G00-G99.9
NCT06057870,K70-K77.9
NCT06057870,K00-K93.9
NCT06057870,K70
NCT06057870,K70.3
NCT04057404,I20-I25.9
NCT04057404,I51.9
NCT04057404,I51.6
NCT03935009,K03.6
NCT05450822,G93.9
NCT05450822,G96.9
NCT05450822,G00-G99.9
NCT05450822,G40
NCT01433861,C00-D48.9
NCT01433861,K00-K93.9
NCT06475482,K13.0
NCT03108599,G00-G99.9
NCT03108599,F99-F99.9
NCT03108599,G47.2
NCT00282061,G00-G99.9
NCT00282061,F99-F99.9
NCT00282061,G47.2
NCT03494972,M89.9
NCT03494972,K10.3
NCT01778738,E70-E90.9
NCT01778738,E34.9
NCT01778738,E66
NCT01778738,E10-E14.9
NCT01778738,E11
NCT05644821,C00-D48.9
NCT05644821,N50.9
NCT05644821,N00-N99.9
NCT05644821,N42.9
NCT05234008,R52.9
NCT05234008,M54
NCT05234008,M54.5
NCT03395717,I64
NCT03395717,G00-G99.9
NCT03395717,G93.9
NCT03395717,G96.9
NCT03395717,I67.9
NCT03395717,I51.6
NCT03195894,F99-F99.9
NCT03195894,F10.2
NCT02747706,T78.4
NCT02747706,J45
NCT06332391,I51.9
NCT06332391,I51.6
NCT06332391,I50
NCT02029833,E70-E90.9
NCT02029833,I51.6
NCT05497388,A50-A64.9
NCT05497388,B34.9
NCT05497388,N00-N99.9
NCT05497388,D84.9
NCT05497388,B24
NCT02968433,G93.9
NCT02968433,G96.9
NCT02968433,G00-G99.9
NCT02968433,G31.9
NCT02968433,G20
NCT06721104,F99-F99.9
NCT06721104,M00-M25.9
NCT06721104,K10.9
NCT06721104,M60-M63.9
NCT06721104,K07.6
NCT06721104,F84.0
NCT05422729,I51.6
NCT05422729,I51.9
NCT06246318,G00-G99.9
NCT06246318,F99-F99.9
NCT06246318,F82
NCT04345575,R52.9
NCT05284071,E70-E90.9
NCT05284071,E34.9
NCT05284071,E10-E14.9
NCT05284071,E11
NCT05284071,E10
NCT04966351,G00-G99.9
NCT04966351,F99-F99.9
NCT04966351,G47.2
NCT04966351,E70-E90.9
NCT06423248,E70-E90.9
NCT04851184,H93.9
NCT04851184,H81.9
NCT05324605,I51.6
NCT05324605,I67.9
NCT05324605,G93.9
NCT05324605,G96.9
NCT05324605,G00-G99.9
NCT05324605,I72.9
NCT05449756,T78.4
NCT05262920,R52.9
NCT05262920,R52.0
NCT02856633,I51.6
NCT02856633,I49.9
NCT02856633,I51.9
NCT02856633,N39.9
NCT02856633,N00-N99.9
NCT02856633,H93.9
NCT02856633,D72.9
NCT02856633,D75.9
NCT02856633,N39.0
NCT02856633,H66.9
NCT04462653,I49.9
NCT04462653,I51.9
NCT04462653,I51.6
NCT02475577,I51.9
NCT02475577,I51.6
NCT02475577,I50
NCT02982967,E70-E90.9
NCT02631850,I67.9
NCT02631850,G93.9
NCT02631850,G96.9
NCT02631850,G00-G99.9
NCT02631850,I51.6
NCT02631850,I64
NCT05893004,R52.9
NCT05893004,G93.9
NCT05893004,G96.9
NCT05893004,G00-G99.9
NCT05893004,G44.2
NCT05893004,R51
NCT04640090,F99-F99.9
NCT04640090,R52.9
NCT04640090,F41.9
NCT02969824,G93.9
NCT02969824,G96.9
NCT02969824,G00-G99.9
NCT02969824,S00-S09.9
NCT02969824,S06.0
NCT02002143,E10-E14.9
NCT02002143,E70-E90.9
NCT02002143,E34.9
NCT02002143,E11
NCT05234879,G00-G99.9
NCT05234879,G35
NCT03760796,I20-I25.9
NCT03760796,I51.9
NCT03760796,I51.6
NCT06658067,E70-E90.9
NCT06658067,E34.9
NCT06658067,E10-E14.9
NCT06658067,E11
NCT05426226,G00-G99.9
NCT05426226,F99-F99.9
NCT05426226,G47.0
NCT04861155,J00-J99.9
NCT04861155,R05
NCT04212260,I67.9
NCT04212260,G93.9
NCT04212260,G96.9
NCT04212260,G00-G99.9
NCT04212260,I51.6
NCT04212260,J00-J99.9
NCT04212260,G47.3
NCT04212260,I64
NCT04212260,G45.9
NCT02786628,C00-D48.9
NCT02786628,D75.9
NCT03506568,H44
NCT03506568,H40
NCT05106530,I20-I25.9
NCT05106530,I51.9
NCT05106530,I51.6
NCT05106530,I72.9
NCT05106530,I25.4
NCT06679543,G00-G99.9
NCT06679543,F99-F99.9
NCT06683248,G00-G99.9
NCT06683248,F99-F99.9
NCT06690879,R52.9
NCT06690879,G93.9
NCT06690879,G96.9
NCT06690879,G00-G99.9
NCT06690879,R51
NCT03184337,E70-E90.9
NCT03184337,E10-E14.9
NCT03184337,E34.9
NCT03184337,R73.9
NCT05528445,F99-F99.9
NCT03377634,R52.9
NCT05269212,M54
NCT05269212,R52.9
NCT06211868,K00-K93.9
NCT06211868,E70-E90.9
NCT06211868,K70-K77.9
NCT06211868,I51.6
NCT05383690,G00-G99.9
NCT05383690,F99-F99.9
NCT05383690,G47.1
NCT05383690,R40.0
NCT02002533,C00-D48.9
NCT02002533,N60-N64.9
NCT02002533,G00-G99.9
NCT02002533,F99-F99.9
NCT04191356,I51.9
NCT04191356,I51.6
NCT04191356,I50
NCT04010981,N39.9
NCT04010981,N00-N99.9
NCT02611713,G93.9
NCT02611713,G96.9
NCT02611713,G00-G99.9
NCT02611713,G31.9
NCT02611713,G20
NCT04775498,F39
NCT04775498,F99-F99.9
NCT04775498,F31
NCT05787704,G35
NCT05787704,G00-G99.9
NCT05787704,G31.9
NCT05623566,P59.9
NCT05623566,R17
NCT06119204,E70-E90.9
NCT06119204,E34.9
NCT06119204,E10-E14.9
NCT06119204,E11
NCT03053908,F03
NCT03053908,G93.9
NCT03053908,G96.9
NCT03053908,G00-G99.9
NCT03053908,G31.9
NCT03053908,F99-F99.9
NCT03053908,G30
NCT05175690,J12.9
NCT05175690,J18.9
NCT05175690,B34.9
NCT05175690,B34.2
NCT04136054,F99-F99.9
NCT04136054,G00-G99.9
NCT04136054,F41.9
NCT04136054,F39
NCT04753125,N00-N99.9
NCT04753125,A69.9
NCT04753125,A49.9
NCT04753125,A50-A64.9
NCT04753125,A53.9
NCT02882477,E10-E14.9
NCT02882477,E34.9
NCT02882477,H93.9
NCT02882477,G00-G99.9
NCT02882477,G52.9
NCT02882477,H44
NCT02882477,G31.9
NCT02882477,E23.2
NCT02882477,N39.9
NCT02882477,N00-N99.9
NCT02882477,Q89.9
NCT02882477,E10
NCT02882477,E23.7
NCT02882477,K63.9
NCT02882477,K00-K93.9
NCT02882477,K27
NCT02882477,H91.9
NCT02882477,H90.5
NCT02882477,H47.2
NCT02882477,E70-E90.9
NCT02882477,E83.1
NCT04418921,F99-F99.9
NCT04468477,I51.9
NCT04468477,I51.6
NCT04468477,I49.9
NCT04868123,A50-A64.9
NCT04868123,B34.9
NCT04868123,N00-N99.9
NCT04868123,D84.9
NCT04868123,B24
NCT05266755,S72
NCT02364544,F20
NCT02364544,F99-F99.9
NCT02855437,M13.9
NCT02855437,M00-M25.9
NCT02855437,M11.9
NCT02855437,M79.0
NCT02855437,E79
NCT02855437,E70-E90.9
NCT02855437,M10
NCT01696357,T78.4
NCT01696357,J45
NCT05935982,F99-F99.9
NCT06443242,F39
NCT06443242,F99-F99.9
NCT06443242,G00-G99.9
NCT06443242,G47.0
NCT04684199,K30
NCT00000397,G00-G99.9
NCT00000397,F99-F99.9
NCT00000397,M60-M63.9
NCT00000397,M79.0
NCT00000397,G70.9
NCT00000397,G47.0
NCT05438160,F99-F99.9
NCT05438160,F20
NCT05774587,I51.6
NCT00434811,E70-E90.9
NCT00434811,E34.9
NCT00434811,E10-E14.9
NCT00434811,E10
NCT05454007,I67.9
NCT05454007,G93.9
NCT05454007,G96.9
NCT05454007,G00-G99.9
NCT05454007,I51.6
NCT05454007,I64
NCT04367389,G00-G99.9
NCT04367389,G35
NCT04054180,J00-J99.9
NCT04054180,G00-G99.9
NCT04054180,G47.3
NCT02499250,I20-I25.9
NCT02499250,I51.9
NCT02499250,I51.6
NCT02499250,R07.4
NCT02499250,R52.9
NCT02499250,I20
NCT04572074,R52.9
NCT05202418,K00-K93.9
NCT05202418,K63.9
NCT03751280,F99-F99.9
NCT03751280,F20
NCT03158519,C00-D48.9
NCT03158519,N60-N64.9
NCT03930511,J00-J99.9
NCT03700125,I51.9
NCT03700125,I51.6
NCT03700125,I49.9
NCT03700125,I46
NCT05689307,R05
NCT05689307,J00-J99.9
NCT06477068,N00-N99.9
NCT02029976,E66
NCT06118814,M45-M49.9
NCT06118814,M89.9
NCT06118814,M41.9
NCT01425957,F99-F99.9
NCT01425957,T78.4
NCT01023022,I51.9
NCT01023022,I51.6
NCT01023022,I50
NCT05868746,C00-D48.9
NCT05868746,N60-N64.9
NCT00867451,F99-F99.9
NCT00867451,G00-G99.9
NCT00867451,F90
NCT06244459,G00-G99.9
NCT06244459,G81
NCT06005584,G93.9
NCT06005584,G96.9
NCT06005584,G00-G99.9
NCT06005584,G31.9
NCT06005584,G20
NCT06641102,R52.9
NCT06641102,M54
NCT03796481,M54
NCT03796481,R52.9
NCT03796481,G00-G99.9
NCT03796481,F99-F99.9
NCT03796481,G47.0
NCT03796481,M54.5
NCT03796481,M54.2
NCT03810638,I51.9
NCT03810638,I51.6
NCT03810638,I50
NCT05196009,F99-F99.9
NCT05972512,L63
NCT06441305,E70-E90.9
NCT06441305,E40-E46.9
NCT06441305,R64
NCT06635642,H93.9
NCT06635642,G00-G99.9
NCT06635642,H91.9
NCT05258461,C00-D48.9
NCT05258461,N60-N64.9
NCT05922319,F99-F99.9
NCT05180812,I67.9
NCT05180812,G93.9
NCT05180812,G96.9
NCT05180812,G00-G99.9
NCT05180812,I51.6
NCT05180812,I64
NCT06429215,G93.9
NCT06429215,G96.9
NCT06429215,G00-G99.9
NCT06429215,F99-F99.9
NCT06429215,F03
NCT03788044,I49.9
NCT03788044,I51.9
NCT03788044,I51.6
NCT02659709,H44
NCT02659709,H40
NCT03627377,E70-E90.9
NCT03627377,E34.9
NCT03627377,E10-E14.9
NCT03627377,F20
NCT03627377,F99-F99.9
NCT03737825,G00-G99.9
NCT03737825,F99-F99.9
NCT03737825,G35
NCT03224286,J00-J99.9
NCT03224286,T78.4
NCT05771142,I51.9
NCT05771142,I51.6
NCT05771142,I49.9
NCT03664947,C00-D48.9
NCT03664947,D75.9
NCT03664947,C95
NCT03664947,C91
NCT03971188,M13.9
NCT03971188,M00-M25.9
NCT03971188,M79.0
NCT05475002,G93.9
NCT05475002,G96.9
NCT05475002,G00-G99.9
NCT05475002,F99-F99.9
NCT05475002,F03
NCT04733989,F03
NCT04733989,G93.9
NCT04733989,G96.9
NCT04733989,G00-G99.9
NCT04733989,G31.9
NCT04733989,F99-F99.9
NCT04733989,G30
NCT05868785,M89.9
NCT05868785,E70-E90.9
NCT05868785,K63.9
NCT05868785,K00-K93.9
NCT05868785,M81.9
NCT02794103,F99-F99.9
NCT02794103,F41.9
NCT04706195,R52.9
NCT02583776,E70-E90.9
NCT02583776,E16.2
NCT05160038,M13.9
NCT05160038,M00-M25.9
NCT05160038,M79.0
NCT05160038,R52.9
NCT05160038,F99-F99.9
NCT05160038,G90
NCT05160038,G00-G99.9
NCT05160038,G70.9
NCT05160038,G56.4
NCT05160038,F45
NCT01784341,F39
NCT01784341,F99-F99.9
NCT01784341,F31
NCT05768750,G00-G99.9
NCT05768750,G93.9
NCT05768750,G96.9
NCT05768750,M60-M63.9
NCT05768750,G95.9
NCT05768750,G31.9
NCT05768750,R27.0
NCT05171244,F99-F99.9
NCT05171244,F84.0
NCT06005623,M00-M25.9
NCT06162845,M60-M63.9
NCT06162845,G00-G99.9
NCT06618131,I70
NCT06618131,I51.6
NCT06618131,I73.9
NCT06404060,J12.9
NCT06404060,J18.9
NCT06404060,B34.9
NCT06404060,B34.2
NCT01315756,E70-E90.9
NCT01315756,E34.9
NCT01315756,E10-E14.9
NCT01315756,E11
NCT05768191,E10-E14.9
NCT05768191,E70-E90.9
NCT05768191,E34.9
NCT05768191,E10
NCT05964517,R52.9
NCT05964517,G93.9
NCT05964517,G96.9
NCT05964517,G00-G99.9
NCT05964517,G44.2
NCT05964517,R51
NCT05964517,M54.2
NCT04336969,E10-E14.9
NCT04336969,E70-E90.9
NCT04336969,E34.9
NCT04336969,E10
NCT00417989,E10-E14.9
NCT00417989,E70-E90.9
NCT00417989,E34.9
NCT00417989,E10
NCT06461065,E70-E90.9
NCT06461065,E34.9
NCT06461065,E10-E14.9
NCT02475993,D58.9
NCT02475993,D55-D59.9
NCT02475993,D64.9
NCT02475993,D75.9
NCT02475993,D57
NCT05144737,E70-E90.9
NCT05144737,E34.9
NCT05144737,I51.6
NCT05144737,I10-I15.9
NCT05144737,E10-E14.9
NCT05144737,E66
NCT05144737,E11
NCT05144737,R73.9
NCT03500458,E70-E90.9
NCT03500458,T78.4
NCT06362629,T78.4
NCT06362629,L20
NCT06362629,L30.9
NCT05573490,F03
NCT05573490,G93.9
NCT05573490,G96.9
NCT05573490,G00-G99.9
NCT05573490,G31.9
NCT05573490,F99-F99.9
NCT05573490,G30
NCT05190211,J84.9
NCT06468865,E70-E90.9
NCT06468865,E16.2
NCT00007228,G96.9
NCT00007228,G00-G99.9
NCT05998434,R52.9
NCT05998434,M54
NCT05998434,M54.5
NCT05070065,F99-F99.9
NCT05070065,F39
NCT05176626,E66
NCT03688763,G00-G99.9
NCT03688763,F99-F99.9
NCT03688763,G47.0
NCT05519137,G93.9
NCT05519137,G96.9
NCT05519137,G00-G99.9
NCT05519137,G31.9
NCT05519137,F99-F99.9
NCT05519137,G30
NCT05519137,F03
NCT04013971,I67.9
NCT04013971,G93.9
NCT04013971,G96.9
NCT04013971,G00-G99.9
NCT04013971,I51.6
NCT04013971,I64
NCT04530591,F99-F99.9
NCT04323267,M13.9
NCT04323267,M00-M25.9
NCT04323267,M79.0
NCT03761706,C00-D48.9
NCT03761706,N60-N64.9
NCT04198584,K70-K77.9
NCT04198584,K00-K93.9
NCT04198584,B34.9
NCT04198584,B18.2
NCT04198584,K75.9
NCT04198584,K73.9
NCT03078413,Q89.9
NCT03078413,Q24.9
NCT03078413,I51.6
NCT03078413,I51.9
NCT03078413,Q89.3
NCT03851042,R52.9
NCT03557268,F99-F99.9
NCT06620094,E70-E90.9
NCT06620094,E34.9
NCT06620094,E10-E14.9
NCT06579404,E70-E90.9
NCT06579404,E34.9
NCT06579404,E10-E14.9
NCT06579404,E11
NCT06119243,H52.7
NCT06119243,H44
NCT06119243,H52.1
NCT06343194,G00-G99.9
NCT06343194,F99-F99.9
NCT04151485,N00-N99.9
NCT04151485,N97
NCT02214017,E10-E14.9
NCT02214017,E70-E90.9
NCT02214017,E34.9
NCT02214017,E11
NCT06649981,E70-E90.9
NCT01388608,M00-M25.9
NCT01388608,M79.0
NCT01388608,M13.9
NCT01388608,M06.9
NCT03639805,D58.9
NCT03639805,D55-D59.9
NCT03639805,D64.9
NCT03639805,D75.9
NCT03639805,D57
NCT03529240,M60-M63.9
NCT03529240,G70.9
NCT03529240,G00-G99.9
NCT03529240,G71.0
NCT03964467,G00-G99.9
NCT01772186,G93.9
NCT01772186,G96.9
NCT01772186,G00-G99.9
NCT01772186,G31.9
NCT01772186,G20
NCT06054243,F99-F99.9
NCT06054243,G00-G99.9
NCT06054243,G47.0
NCT06054243,F41.9
NCT03675490,M60-M63.9
NCT03675490,G00-G99.9
NCT04793555,G00-G99.9
NCT04793555,G31.9
NCT04587349,I67.9
NCT04587349,G93.9
NCT04587349,G96.9
NCT04587349,G00-G99.9
NCT04587349,I51.6
NCT04587349,I64
NCT04486170,I51.6
NCT04486170,N00-N99.9
NCT04486170,O14.9
NCT04486170,I10-I15.9
NCT04315337,G93.9
NCT04315337,G96.9
NCT04315337,G00-G99.9
NCT04315337,G31.9
NCT04315337,F99-F99.9
NCT04315337,I67.9
NCT04315337,I51.6
NCT04315337,G30
NCT04315337,F03
NCT04315337,F01
NCT04889521,A50-A64.9
NCT04889521,B34.9
NCT04889521,N00-N99.9
NCT04889521,D84.9
NCT04889521,B24
NCT06648187,I51.6
NCT06648187,I67.9
NCT06648187,G93.9
NCT06648187,G96.9
NCT06648187,G00-G99.9
NCT06648187,I60
NCT05726942,E66
NCT06011681,F39
NCT06011681,F99-F99.9
NCT01908361,I67.9
NCT01908361,G93.9
NCT01908361,G96.9
NCT01908361,G00-G99.9
NCT01908361,I51.6
NCT01908361,I64
NCT04542109,G93.9
NCT04542109,G96.9
NCT04542109,G00-G99.9
NCT04542109,G31.9
NCT04542109,F99-F99.9
NCT04542109,G30
NCT04542109,F03
NCT01742741,E70-E90.9
NCT01742741,E34.9
NCT01742741,E10-E14.9
NCT01742741,E10
NCT06114264,R52.9
NCT06114264,G00-G99.9
NCT06114264,M54
NCT06114264,M54.5
NCT03785418,I49.9
NCT03785418,I51.9
NCT03785418,I51.6
NCT05636007,E70-E90.9
NCT05636007,E16.2
NCT04037319,C00-D48.9
NCT04037319,K00-K93.9
NCT04037319,K63.9
NCT04037319,I49.9
NCT04037319,I51.9
NCT04037319,I51.6
NCT01722643,E70-E90.9
NCT01722643,E34.9
NCT01722643,E10-E14.9
NCT01722643,E10
NCT05366413,R52.9
NCT04132089,E70-E90.9
NCT04132089,E34.9
NCT04132089,E10-E14.9
NCT04132089,E11
NCT02626689,D58.9
NCT02626689,D55-D59.9
NCT02626689,D64.9
NCT02626689,D75.9
NCT02626689,D56
NCT02626689,D56.1
NCT04156945,K70-K77.9
NCT04156945,K00-K93.9
NCT04156945,B34.9
NCT04156945,B34.1
NCT04156945,K75.9
NCT05999422,D84.9
NCT02680613,C00-D48.9
NCT02680613,N00-N99.9
NCT06720090,F60.9
NCT06720090,F99-F99.9
NCT06720090,F41.9
NCT06720090,F42
NCT05459922,F99-F99.9
NCT04251728,G93.9
NCT04251728,G96.9
NCT04251728,G00-G99.9
NCT04251728,G31.9
NCT04251728,G20
NCT05119231,I49.9
NCT05119231,I51.9
NCT05119231,I51.6
NCT06620653,I51.9
NCT06620653,I51.6
NCT06620653,I50
NCT03968744,G93.9
NCT03968744,G96.9
NCT03968744,G00-G99.9
NCT03968744,G31.9
NCT03968744,G20
NCT03652948,F39
NCT03652948,F99-F99.9
NCT02991716,I51.9
NCT02991716,I51.6
NCT02991716,I49.9
NCT01751581,E66
NCT02228083,I51.9
NCT02228083,I51.6
NCT02228083,I50
NCT04978441,E70-E90.9
NCT04978441,E34.9
NCT04978441,F99-F99.9
NCT04978441,E10-E14.9
NCT04978441,E10
NCT04978441,F60.9
NCT02158390,G00-G99.9
NCT02158390,Q89.9
NCT02158390,Q99.9
NCT02158390,Q90
NCT04464538,F99-F99.9
NCT01580462,E70-E90.9
NCT01580462,E34.9
NCT01580462,E10-E14.9
NCT01580462,E10
NCT05836064,C00-D48.9
NCT05836064,K00-K93.9
NCT05836064,K63.9
NCT05836064,K63.5
NCT04754620,K00-K93.9
NCT04754620,K63.9
NCT04754620,K50
NCT06638918,G00-G99.9
NCT06638918,R52.9
NCT06638918,G54.6
NCT04101032,F99-F99.9
NCT04101032,R63.2
NCT03261713,I67.9
NCT03261713,G93.9
NCT03261713,G96.9
NCT03261713,G00-G99.9
NCT03261713,I51.6
NCT03261713,I64
NCT05309473,G00-G99.9
NCT05309473,F99-F99.9
NCT02496312,G93.9
NCT02496312,G96.9
NCT02496312,G00-G99.9
NCT02496312,F99-F99.9
NCT02496312,G31.9
NCT02496312,E70-E90.9
NCT02496312,F03
NCT06437249,F99-F99.9
NCT06437249,F41.9
NCT03741855,J44.9
NCT05782751,K05.6
NCT05782751,K06.0
NCT03344900,D58.9
NCT03344900,D55-D59.9
NCT03344900,D64.9
NCT03344900,D75.9
NCT03344900,D57
NCT06028334,G93.9
NCT06028334,G96.9
NCT06028334,G00-G99.9
NCT06028334,S00-S09.9
NCT03702712,C00-D48.9
NCT03702712,N60-N64.9
NCT02484300,J00-J99.9
NCT02484300,G00-G99.9
NCT02484300,G47.3
NCT02847923,G00-G99.9
NCT03951740,I51.9
NCT03951740,I51.6
NCT03951740,I50
NCT03951740,I20-I25.9
NCT04533308,G00-G99.9
NCT06107153,E70-E90.9
NCT06107153,E34.9
NCT06107153,E10-E14.9
NCT06107153,E11
NCT05294991,G00-G99.9
NCT05294991,F99-F99.9
NCT00302874,E70-E90.9
NCT00302874,R73.9
NCT04989972,F39
NCT04989972,F99-F99.9
NCT04989972,F41.9
NCT00475436,J44.9
NCT02604147,J00-J99.9
NCT00536432,Q24.9
NCT00536432,I51.6
NCT00536432,I51.9
NCT00536432,Q89.9
NCT00536432,Q21.3
NCT04301063,L70.0
NCT04171973,G00-G99.9
NCT02160834,E66
NCT04576754,F39
NCT04576754,F99-F99.9
NCT04576754,N00-N99.9
NCT03408249,K63.9
NCT03408249,K00-K93.9
NCT06071182,G00-G99.9
NCT06071182,G93.9
NCT06071182,G96.9
NCT02669082,F39
NCT02669082,F99-F99.9
NCT02669082,G00-G99.9
NCT02669082,G47.0
NCT03201874,D58.9
NCT03201874,D55-D59.9
NCT03201874,D64.9
NCT03201874,D75.9
NCT03201874,D57
NCT06623669,R52.9
NCT02998801,F99-F99.9
NCT02998801,F41.9
NCT02990208,J00-J99.9
NCT05875233,C00-D48.9
NCT05875233,N00-N99.9
NCT05875233,E34.9
NCT05875233,E28.2
NCT03130699,E70-E90.9
NCT03130699,E34.9
NCT03130699,E10-E14.9
NCT03130699,E11
NCT06617884,G93.9
NCT06617884,G96.9
NCT06617884,G00-G99.9
NCT06617884,G31.9
NCT06617884,G20
NCT06617884,R27.0
NCT05812547,E70-E90.9
NCT05812547,E34.9
NCT05812547,N00-N99.9
NCT05812547,O24.4
NCT05812547,E10-E14.9
NCT00113152,I51.6
NCT00113152,D75.9
NCT00113152,D58.9
NCT00113152,D55-D59.9
NCT00113152,I10-I15.9
NCT00113152,D64.9
NCT00113152,D57
NCT01514760,T78.4
NCT01514760,J45
NCT06619938,G93.9
NCT06619938,G96.9
NCT06619938,G00-G99.9
NCT06619938,F99-F99.9
NCT06619938,F03
NCT05572177,T78.4
NCT05572177,J45
NCT05729347,F99-F99.9
NCT05729347,F41.9
NCT03449160,R52.9
NCT03449160,M54
NCT03449160,M54.5
NCT06639841,F99-F99.9
NCT06639841,F41.9
NCT06564012,I51.6
NCT06564012,I51.9
NCT06564012,I49.9
NCT03890549,G47.3
NCT03890549,J00-J99.9
NCT03890549,G00-G99.9
NCT04064541,I51.9
NCT04064541,I51.6
NCT04064541,I50
NCT05427318,D84.9
NCT05427318,A50-A64.9
NCT05427318,B34.9
NCT05427318,N00-N99.9
NCT05427318,B24
NCT04139707,G93.9
NCT04139707,G96.9
NCT04139707,G00-G99.9
NCT04139707,F99-F99.9
NCT04139707,F03
NCT03836963,G93.9
NCT03836963,G96.9
NCT03836963,G00-G99.9
NCT03836963,G31.9
NCT03836963,F99-F99.9
NCT03836963,G20
NCT02489370,I51.9
NCT02489370,I51.6
NCT02489370,I50
NCT05754151,F39
NCT05754151,F99-F99.9
NCT05754151,F41.9
NCT01451242,G93.9
NCT01451242,G96.9
NCT01451242,G00-G99.9
NCT01451242,S00-S09.9
NCT01537978,G95.9
NCT01537978,G96.9
NCT01537978,G00-G99.9
NCT01537978,T09.3
NCT01537978,G82.2
NCT01537978,G82.5
NCT03647605,F40
NCT03647605,F41.9
NCT03647605,F99-F99.9
NCT03647605,F40.1
NCT05123469,G93.9
NCT05123469,G96.9
NCT05123469,G00-G99.9
NCT05123469,G40
NCT05621369,M00-M25.9
NCT05621369,L40-L45.9
NCT05621369,M46.9
NCT05621369,M45-M49.9
NCT05621369,M89.9
NCT05621369,R52.9
NCT05621369,M13.9
NCT05621369,L40.5
NCT05621369,M25.5
NCT05621369,M79.0
NCT05621369,L40
NCT05258292,E70-E90.9
NCT05258292,E34.9
NCT05258292,E10-E14.9
NCT05258292,E10
NCT04027075,F99-F99.9
NCT04027075,Z72.1
NCT03165110,E70-E90.9
NCT03165110,E34.9
NCT03165110,E10-E14.9
NCT06730607,I51.9
NCT06730607,I51.6
NCT06730607,I45.9
NCT06730607,I42
NCT06730607,I49.9
NCT06730607,R00.0
NCT06730607,I47.2
NCT06730607,I51.4
NCT04068688,F99-F99.9
NCT04068688,F84.0
NCT04345354,G47.3
NCT04345354,J00-J99.9
NCT04345354,G00-G99.9
NCT04481893,C00-D48.9
NCT04481893,E34.9
NCT04481893,E07.9
NCT03777020,F99-F99.9
NCT03777020,F43.1
NCT06068283,A50-A64.9
NCT06068283,B34.9
NCT06068283,N00-N99.9
NCT06068283,D84.9
NCT06068283,B24
NCT01591876,N39.9
NCT01591876,N00-N99.9
NCT01591876,N18
NCT05863091,J84.9
NCT05863091,J44.9
NCT03925584,I51.6
NCT03925584,I51.9
NCT03925584,Q24.9
NCT03925584,Q89.9
NCT03296007,R52.9
NCT01289197,G00-G99.9
NCT01289197,F99-F99.9
NCT06464640,E70-E90.9
NCT06464640,E34.9
NCT06464640,E10-E14.9
NCT06464640,E10
NCT00084669,C00-D48.9
NCT00084669,N60-N64.9
NCT00084669,G00-G99.9
NCT00084669,F99-F99.9
NCT05988905,G00-G99.9
NCT03744845,F99-F99.9
NCT03744845,F41.9
NCT06073743,G00-G99.9
NCT06073743,G93.9
NCT06073743,G96.9
NCT06073743,M60-M63.9
NCT05307120,E10-E14.9
NCT05307120,E70-E90.9
NCT05307120,E34.9
NCT05307120,E11
NCT03517371,G93.9
NCT03517371,G96.9
NCT03517371,G00-G99.9
NCT03517371,G31.9
NCT03517371,G20
NCT04148950,I51.6
NCT04148950,R60.9
NCT06061172,E70-E90.9
NCT06061172,E34.9
NCT06061172,C00-D48.9
NCT06061172,N60-N64.9
NCT06061172,I20-I25.9
NCT06061172,I51.9
NCT06061172,I51.6
NCT06061172,J44.9
NCT06061172,E10-E14.9
NCT06061172,E11
NCT06061172,E10
NCT03684512,G00-G99.9
NCT03684512,Q89.9
NCT03684512,Q99.9
NCT03684512,F99-F99.9
NCT03684512,Q90
NCT02539381,I67.9
NCT02539381,G93.9
NCT02539381,G96.9
NCT02539381,G00-G99.9
NCT02539381,I51.6
NCT02539381,Q89.9
NCT02539381,H44
NCT02539381,I64
NCT02539381,Q15.9
NCT05293756,I51.6
NCT05293756,I10-I15.9
NCT03790449,N00-N99.9
NCT01627301,F99-F99.9
NCT01627301,I51.6
NCT01627301,F43.1
NCT03927612,F99-F99.9
NCT03927612,F91
NCT03774225,G93.9
NCT03774225,G96.9
NCT03774225,G00-G99.9
NCT03774225,G31.9
NCT03774225,G20
NCT03461016,F99-F99.9
NCT03461016,F41.9
NCT03461016,F40
NCT02804906,I20-I25.9
NCT02804906,I51.9
NCT02804906,I51.6
NCT00299559,B34.9
NCT00299559,J00
NCT05027789,F03
NCT05027789,G93.9
NCT05027789,G96.9
NCT05027789,G00-G99.9
NCT05027789,G31.9
NCT05027789,F99-F99.9
NCT05027789,G30
NCT04307446,R52.9
NCT04307446,M54
NCT01432275,E70-E90.9
NCT01432275,E34.9
NCT01432275,E10-E14.9
NCT03005457,G00-G99.9
NCT05806190,E70-E90.9
NCT05806190,E34.9
NCT05806190,E27.9
NCT05806190,E10-E14.9
NCT05806190,E16.2
NCT05806190,E10
NCT05806190,E11
NCT05153161,G93.9
NCT05153161,G96.9
NCT05153161,G00-G99.9
NCT05153161,G31.9
NCT05153161,F99-F99.9
NCT05153161,G30
NCT05153161,F03
NCT03594266,M54
NCT03594266,R52.9
NCT03594266,M54.5
NCT06490172,M25.5
NCT06490172,M00-M25.9
NCT06490172,R52.9
